Date,Pair,Side,Entry Price,Exit Price,Amount,Profit/Loss,Reason
2026-04-02 07:01:35,RXD/USDT,SELL,0.00009109,0.00009491,108682.52626494,0.4145,target_reached
2026-04-02 07:01:48,RXD/USDT,SELL,0.00009009,0.00009491,109890.10989011,0.5291,target_reached
2026-04-02 07:12:11,RXD/USDT,SELL,0.00009009,0.00009491,109890.10989011,0.5291,target_reached
2026-04-02 07:12:18,RXD/USDT,SELL,0.00009009,0.00009491,109890.10989011,0.5291,target_reached
